"source","file","name_ncsa","name_rfars","label","Definition","Additional Information","value","value_label","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35037","Datsun/Nissan 610","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35038","Datsun/Nissan 710","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35039","Datsun/Nissan 810/Maxima","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35040","Datsun/Nissan Roadster","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35041","Datsun/Nissan 311/411","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35042","Datsun/Nissan Stanza","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35043","Datsun/Nissan Sentra","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35044","Datsun/Nissan Pulsar","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35045","Datsun/Nissan Micra","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35046","Datsun/Nissan NX 1600/2000","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35047","Datsun/Nissan Altima","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35048","Datsun/Nissan 350Z/370Z","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35049","Datsun/Nissan Murano","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35050","Datsun/Nissan Versa","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35051","Datsun/Nissan Rogue","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35052","Datsun/Nissan Cube","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35053","Datsun/Nissan GT-R","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35055","Datsun/Nissan Leaf","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35398","Datsun/Nissan Other (automobile)","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35399","Datsun/Nissan Unknown (automobile)","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35401","Datsun/Nissan Pathfinder","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35402","Datsun/Nissan Xterra","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35403","Datsun/Nissan Juke","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35421","Datsun/Nissan Pathfinder Armada","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35441","Datsun/Nissan Van","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35442","Datsun/Nissan Axxess","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35443","Datsun/Nissan Quest","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35444","Datsun/Nissan Altra EV*","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35446","Datsun/Nissan NV200/eNV200","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35461","Datsun/Nissan NV","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35471","Datsun/Nissan Datsun/Nissan Pickup 1955-1997)","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35472","Datsun/Nissan Frontier (1998 on)","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35473","Datsun/Nissan Titan (from 2004-06; see 481 for 2007 on)","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35481","Datsun/Nissan Titan (from 2007 on; see 473 for 2004-06)","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35498","Datsun/Nissan Other (light truck)","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35499","Datsun/Nissan Unknown (light truck)","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35870","Datsun/Nissan Medium Heavy Van-Based Vehicle","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35883","Datsun/Nissan Medium/Heavy - COE high entry","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35898","Datsun/Nissan Other (medium/heavy truck)","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35999","Datsun/Nissan Unknown (NISSAN/DATSUN)","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36031","Fiat 124 (Coupe/Sedan)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36032","Fiat 124 Spider/Racer","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36033","Fiat Brava/131","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36034","Fiat 850 (Coupe/Spider)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36035","Fiat 128","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36036","Fiat X-1/9","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36037","Fiat Strada","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36038","Fiat 500/500c","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36398","Fiat Other (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36399","Fiat Unknown (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36401","Fiat 500L","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36499","Fiat Unknown (light truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36882","Fiat Medium/Heavy - COE low entry","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36883","Fiat Medium/Heavy - COE high entry","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36890","Fiat Medium/Heavy - COE entry position unknown","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36898","Fiat Other (medium/heavy truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36998","Fiat Other (vehicle)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"36999","Fiat Unknown (FIAT)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37031","Honda Civic/CRX, del Sol","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37032","Honda Accord","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37033","Honda Prelude","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37034","Honda 600","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37035","Honda S2000","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37036","Honda EV Plus*","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37037","Honda Insight","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37038","Honda FCX","1","1","1",NA,NA,NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37039","Honda Fit","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37041","Honda CR-Z","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37398","Honda Other (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37399","Honda Unknown (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37401","Honda Passport","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37402","Honda CR-V","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37403","Honda Element","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37421","Honda Pilot","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37441","Honda Odyssey","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37471","Honda Ridgeline","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37498","Honda Other (light truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37499","Honda Unknown (light truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37701","Honda 0- 50 cc","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37702","Honda 51-124 cc","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37703","Honda 125-349 cc","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37704","Honda 350-449 cc","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37705","Honda 450-749 cc","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37706","Honda 750 cc or greater","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37709","Honda Unknown cc","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37732","Honda 51-124cc (ATV)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37733","Honda 125-349cc (ATV)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37734","Honda 350cc or greater (ATV)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37739","Honda Unknown cc (ATV)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37998","Honda (Other Vehicle)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"37999","Honda Unknown (HONDA)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38031","Isuzu I-Mark","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38032","Isuzu Impulse","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38033","Isuzu Stylus","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38398","Isuzu Other (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38399","Isuzu Unknown (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38401","Isuzu Trooper/Trooper II","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38402","Isuzu Rodeo/ Rodeo Sport","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38403","Isuzu Amigo","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38404","Isuzu VehiCROSS","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38405","Isuzu Axiom","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38421","Isuzu Ascender","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38441","Isuzu Oasis","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38471","Isuzu P`up (pickup)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38472","Isuzu Hombre","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38473","Isuzu i-280","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38474","Isuzu i-350","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38498","Isuzu Other (light truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38499","Isuzu Unknown (light truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38881","Isuzu Medium/Heavy - CBE","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38882","Isuzu Medium/Heavy - COE, low entry","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38883","Isuzu Medium/Heavy - COE, high entry","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38884","Isuzu Medium/Heavy - Unknown engine location","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38890","Isuzu Medium/Heavy - COE entry position unknown","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38898","Isuzu Other (medium/heavy truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38981","Isuzu Bus**: Conventional (Engine out front)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38982","Isuzu Bus: Front engine, Flat front","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38983","Isuzu Bus: Rear engine Flat front","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38988","Isuzu Other (bus)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38989","Isuzu Unknown (bus)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"38999","Isuzu Unknown (ISUZU)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"39031","Jaguar XJ-S, XK8 Coupe","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"39032","Jaguar XJ/XJ6/12/XJR/XJ8/  XJ8L Sedan/Coupe","1","1","1",NA,NA,NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"39033","Jaguar XK-E","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"39034","Jaguar S-Type","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"39035","Jaguar XKR/XK","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"39036","Jaguar X-Type","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"39037","Jaguar XF/XFR","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"39038","Jaguar F-Type","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"39398","Jaguar Other (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"39399","Jaguar Unknown (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"40031","Lancia Beta Sedan - HPE","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"40032","Lancia Zagato","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"40033","Lancia Scorpion","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"40398","Lancia Other (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"40399","Lancia Unknown (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41031","Mazda RX2","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41032","Mazda RX3","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41033","Mazda RX4","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41034","Mazda RX7","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41035",NA,"1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41036","Mazda Cosmo","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41037","Mazda 626","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41038","Mazda 808","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41039","Mazda Mizer","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41040","Mazda R-100","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41041","Mazda 616/618","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41042","Mazda 1800","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41043","Mazda 929","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41044","Mazda MX-6","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41045","Mazda Miata/MX-5","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41046","Mazda MX-3","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41047","Mazda Millenia","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41048","Mazda MP3","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41049","Mazda RX-8","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41050","Mazda Mazda6","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41051","Mazda Mazda3","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41052","Mazda Mazda5","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41053","Mazda CX-7","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41054","Mazda CX-9 (2007-12 only.For 2013 on see model 421.)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41055","Mazda Mazda2","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41398","Mazda Other (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41399","Mazda Unknown (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"41401","Mazda Navajo","1","1","1","1","1","1",NA,NA,NA,NA
